Sinuosity_Index,Dist_to_Intersection_m,No_of_Lanes,Speed_Limit_kmh,Has_Zebra_Crossing,Has_Streetlight_Infrastructure,Elevation_Gradient_Pct,Road_Type_secondary,Road_Type_tertiary,Road_Type_trunk,Baseline_Traffic_Volume_Moderate,Topography_Mild Grade,Topography_Steep,Is_Hotspot_Actual,Predicted_Hotspot,Data_Type
1.0007,130.13,2,60,1,1,0.5,False,False,False,False,False,False,0,1,Real
1.0002,1120.01,2,50,0,0,0.45,False,True,False,True,False,False,0,0,Real
1.0175,288.4,2,50,0,0,0.5,True,False,False,True,False,False,0,0,Real
1.0,937.65,2,60,0,1,0.75,False,False,True,False,False,False,1,0,Real
1.0097,290.63,2,50,0,1,0.6,True,False,False,True,False,False,0,0,Real
1.0,1313.98,2,60,1,1,0.45,False,False,True,False,False,False,0,0,Real
1.0,420.0,2,60,0,1,3.17,False,False,False,False,True,False,0,0,Real
1.0124,359.6,2,50,0,1,0.4,True,False,False,True,False,False,0,0,Real
1.001,191.86,2,60,0,1,0.3,False,False,False,False,False,False,0,1,Real
1.0,542.26,2,50,0,0,3.91,True,False,False,True,True,False,0,0,Real
1.0001,868.68,2,60,0,1,0.1,False,False,True,False,False,False,1,1,Real
1.0164,3544.65,2,50,0,0,0.15,False,True,False,True,False,False,0,0,Real
1.0018,591.31,2,50,0,1,0.1,True,False,False,True,False,False,0,0,Real
1.0964,607.02,2,50,0,1,0.1,True,False,False,True,False,False,0,0,Real
871300.0,47.81,2,60,0,1,0.34,False,False,True,False,False,False,0,0,Real
1.0325,230.51,2,50,0,1,0.15,True,False,False,True,False,False,0,0,Real
1.0005,626.43,2,70,1,1,0.65,False,False,True,False,False,False,0,0,Real
1.0003,291.1,2,60,0,1,0.55,False,False,False,False,False,False,1,1,Real
1.0006,6001.45,2,70,0,1,0.5,False,False,True,False,False,False,0,0,Real
1.0003,378.48,2,60,0,1,0.75,False,False,True,False,False,False,0,1,Real
1.0,7048.66,2,70,1,0,0.7,False,False,True,False,False,False,0,0,Real
1.0,6859.53,2,60,1,1,0.7,False,False,True,False,False,False,0,0,Real
1.003,412.35,2,40,0,0,5.59,False,True,False,True,True,False,0,0,Real
1.0,143.21,2,70,0,0,1.22,False,False,False,False,False,False,0,0,Real
1.0,985.77,2,40,0,1,0.5,False,True,False,True,False,False,0,0,Real
1.0747,495.83,2,60,1,1,0.5,False,False,True,False,False,False,0,0,Real
1.0002,6567.93,2,70,1,1,0.65,False,False,True,False,False,False,0,0,Real
1.0003,546.36,2,50,0,1,0.1,True,False,False,True,False,False,0,0,Real
1.0019,116.41,2,60,0,1,0.1,False,False,False,False,False,False,0,1,Real
1.1575,659.89,2,50,0,1,0.15,True,False,False,True,False,False,0,0,Real
880900.0,442.95,2,60,0,1,0.91,False,False,True,False,False,False,0,0,Real
1.0283,1490.54,2,50,1,0,0.6,True,False,False,True,False,False,0,0,Real
1.0008,43.57,2,60,0,1,1.03,False,False,False,False,False,False,0,1,Real
1.0,8229.91,2,70,1,1,0.4,False,False,True,False,False,False,0,0,Real
1.0002,41.19,2,70,1,0,2.92,False,False,True,False,False,False,0,0,Real
1.0004,163.97,2,40,0,0,0.2,False,True,False,True,False,False,0,0,Real
1.0228,758.67,2,50,0,1,0.0,True,False,False,True,False,False,0,0,Real
1.0276,3358.4,2,60,0,1,0.25,False,False,True,False,False,False,0,0,Real
1.0,7325.02,2,70,0,0,0.3,False,False,True,False,False,False,0,0,Real
1.0065,1208.01,2,50,0,1,0.15,True,False,False,True,False,False,0,0,Real
1.0009,40.27,2,50,0,1,0.87,True,False,False,True,False,False,0,0,Real
1.0006,441.12,2,50,0,1,4.75,True,False,False,True,True,False,0,0,Real
1.0053,299.22,2,60,0,1,0.05,False,False,True,False,False,False,0,0,Real
1.0445,97.44,2,60,0,1,0.4,False,False,True,False,False,False,0,0,Real
1.0,207.08,2,70,1,1,9.11,False,False,False,False,False,True,0,0,Real
1.0712,817.2,2,50,0,1,0.2,True,False,False,True,False,False,0,0,Real
1.2035,251.01,2,50,0,1,0.45,True,False,False,True,False,False,0,0,Real
1.0031,659.86,2,40,0,0,0.3,False,True,False,True,False,False,0,0,Real
1.0,273.29,2,40,1,1,0.95,False,True,False,True,False,False,0,0,Real
1.0804,117.34,2,50,0,0,0.17,True,False,False,True,False,False,0,0,Real
1.0003,770.69,2,70,0,1,0.45,False,False,True,False,False,False,0,0,Real
1.02,2736.32,2,50,0,0,0.05,False,True,False,True,False,False,1,0,Real
1.0689,5028.06,2,70,0,1,0.65,False,False,True,False,False,False,0,0,Real
1.0106,38.65,2,70,0,1,0.64,False,False,True,False,False,False,1,0,Real
1.1353,509.28,2,50,0,0,0.35,False,True,False,True,False,False,0,0,Real
1.0013,637.75,2,60,0,1,0.1,False,False,False,False,False,False,1,1,Real
1.0001,157.8,2,70,1,0,0.55,False,False,False,False,False,False,0,0,Real
1.0,530.0,2,50,0,1,13.75,True,False,False,True,False,True,0,0,Real
1.0196,5027.26,2,40,0,1,0.2,False,True,False,True,False,False,0,0,Real
1.0006,548.15,2,50,1,1,0.75,True,False,False,True,False,False,0,0,Real
1.0,4190.93,2,60,0,1,0.6,False,False,True,False,False,False,0,0,Real
1.0,4313.58,2,70,1,1,0.7,False,False,True,False,False,False,0,0,Real
1.0083,1757.68,2,50,0,1,0.35,True,False,False,True,False,False,0,0,Real
1.0,581.19,2,40,0,0,0.55,False,True,False,True,False,False,0,0,Real
1.1497,93.3,2,50,0,1,0.7,True,False,False,True,False,False,0,0,Real
1.0043,680.53,2,40,0,0,0.5,False,True,False,True,False,False,0,0,Real
1.0028,1149.8,2,60,0,1,0.35,False,False,True,False,False,False,0,1,Real
1.0109,677.99,2,60,0,1,0.25,False,False,True,False,False,False,0,1,Real
1.0007,99.98,2,40,0,1,0.45,False,True,False,True,False,False,0,0,Real
1.0007,3332.31,2,50,0,0,0.15,False,True,False,True,False,False,0,0,Real
1.003,433.0,2,50,0,1,0.0,True,False,False,True,False,False,0,0,Real
1.0048,381.93,2,50,0,1,0.25,True,False,False,True,False,False,0,0,Real
1.0028,297.34,2,60,0,0,0.4,True,False,False,True,False,False,0,1,Real
1.0008,613.55,2,60,0,1,0.97,False,False,True,False,False,False,0,1,Real
1.0015,146.88,2,70,1,0,0.55,False,False,True,False,False,False,1,0,Real
1.0058,65.15,2,50,0,1,1.0,True,False,False,True,False,False,0,0,Real
1.0,434.0,2,60,0,1,0.1,False,False,False,False,False,False,0,0,Real
1.0001,2762.34,2,60,1,1,0.45,False,False,True,False,False,False,0,1,Real
1.0005,3162.31,2,60,0,1,0.65,False,False,True,False,False,False,0,1,Real
1.0001,51.93,2,70,0,1,0.58,False,False,False,False,False,False,0,0,Real
1.0,544.14,2,60,0,1,0.25,False,False,True,False,False,False,0,0,Real
1.0,6083.77,2,70,0,0,0.25,False,False,True,False,False,False,1,0,Real
1.0,584.43,2,60,0,1,0.25,False,False,True,False,False,False,1,0,Real
1.0006,705.38,2,50,0,0,0.6,False,True,False,True,False,False,0,0,Real
1.0172,1039.82,2,70,1,0,0.5,False,False,False,False,False,False,0,0,Real
1.0006,179.35,2,60,1,1,0.4,False,False,False,False,False,False,0,1,Real
1.0032,7574.41,2,70,0,0,0.2,False,False,True,False,False,False,0,0,Real
1.0,777.12,2,60,1,1,0.4,False,False,True,False,False,False,0,0,Real
1.0003,187.12,2,60,0,1,0.55,False,False,False,False,False,False,0,1,Real
927000.0,31.66,2,70,1,1,1.4,False,False,True,False,False,False,0,0,Real
1.0012,36.45,2,70,1,0,1.92,False,False,False,False,False,False,0,0,Real
1.0,97.57,2,50,0,0,0.56,False,True,False,True,False,False,0,0,Real
1.0193,1473.1,2,60,0,1,0.6,False,False,True,False,False,False,0,1,Real
1.0001,223.04,2,60,0,1,0.1,False,False,True,False,False,False,0,1,Real
1.0,744.13,2,70,0,1,0.1,False,False,True,False,False,False,0,0,Real
1.0011,1092.58,2,50,0,0,0.05,False,True,False,True,False,False,1,0,Real
1.0005,3312.82,2,40,0,0,0.2,False,True,False,True,False,False,0,0,Real
1.0,2962.33,2,60,0,1,0.35,False,False,True,False,False,False,0,0,Real
1.0204,1046.74,2,50,0,0,0.1,True,False,False,True,False,False,1,0,Real
1.0009,578.35,2,60,0,1,0.5,False,False,True,False,False,False,1,1,Real
1.0018,1019.72,2,60,0,1,0.0,False,False,True,False,False,False,0,1,Real
1.0002,89.26,2,70,1,1,0.84,False,False,True,False,False,False,0,0,Real
1.0009,745.03,2,40,0,1,1.22,False,True,False,True,False,False,0,0,Real
1.0033,65.34,2,60,0,1,0.53,False,False,True,False,False,False,0,1,Real
1.0297,434.24,2,50,0,0,0.55,True,False,False,True,False,False,0,0,Real
1.0006,327.12,2,50,0,1,0.65,True,False,False,True,False,False,0,0,Real
1.0002,62.14,2,60,0,1,0.72,False,False,False,False,False,False,0,1,Real
1.0039,1057.8,2,60,0,1,0.35,False,False,True,False,False,False,0,1,Real
1.0072,1355.44,2,50,1,0,0.7,False,True,False,True,False,False,0,0,Real
1.0,300.01,2,60,0,1,0.3,False,False,True,False,False,False,0,0,Real
1.1435,448.46,2,50,0,1,0.42,True,False,False,True,False,False,0,0,Real
1.0,1843.47,2,70,0,1,0.35,False,False,True,False,False,False,0,0,Real
1.0002,634.73,2,60,0,1,0.86,False,False,True,False,False,False,0,1,Real
1.0009,3295.79,2,70,0,1,0.52,False,False,True,False,False,False,0,0,Real
1.0,2162.37,2,60,0,1,0.15,False,False,True,False,False,False,0,0,Real
1.0004,497.54,2,50,0,1,0.75,True,False,False,True,False,False,0,0,Real
1.0028,168.16,2,50,0,1,0.15,True,False,False,True,False,False,0,0,Real
1.0002,2442.55,2,60,0,1,0.75,False,False,True,False,False,False,0,1,Real
1.0002,4866.28,2,60,0,1,0.7,False,False,True,False,False,False,0,1,Real
1.0005,905.92,2,60,0,1,0.1,False,False,True,False,False,False,1,1,Real
1.0155,2641.78,2,60,0,1,0.5,False,False,True,False,False,False,1,1,Real
1.0009,161.49,2,60,0,1,0.55,False,False,True,False,False,False,0,1,Real
1.0005,2829.1,2,60,1,1,0.55,False,False,True,False,False,False,1,1,Real
1.0117,99.26,2,60,0,1,0.35,False,False,True,False,False,False,0,1,Real
1.0083,98.25,2,50,0,0,0.6,True,False,False,True,False,False,1,0,Real
1.0,1762.37,2,60,0,1,0.0,False,False,True,False,False,False,0,0,Real
1.0064,99.01,2,60,0,1,0.05,False,False,False,False,False,False,0,0,Real
1.0008,640.97,2,50,0,0,0.3,True,False,False,True,False,False,0,0,Real
1.0057,4001.26,2,50,0,0,0.25,False,True,False,True,False,False,0,0,Real
1.0002,370.98,2,60,1,1,0.7,False,False,True,False,False,False,0,0,Real
1.0008,233.34,2,60,0,1,0.11,False,False,True,False,False,False,0,1,Real
1.0001,1362.39,2,60,0,1,0.25,False,False,True,False,False,False,0,1,Real
1.0135,3695.75,2,60,1,1,0.4,False,False,True,False,False,False,0,1,Real
1.1563,89.13,2,60,0,0,0.35,True,False,False,True,False,False,0,0,Real
1.0001,100.04,2,70,1,0,0.4,False,False,False,False,False,False,0,0,Real
1.0008,4094.11,2,60,1,1,0.5,False,False,True,False,False,False,1,1,Real
1.0005,77.24,2,70,1,1,0.52,False,False,False,False,False,False,0,0,Real
1.0004,344.14,2,60,0,1,0.2,False,False,True,False,False,False,0,1,Real
1.0082,49.2,2,60,1,1,1.2,False,False,True,False,False,False,0,0,Real
1.0,100.02,2,70,0,1,0.65,False,False,True,False,False,False,0,0,Real
1.0001,690.75,2,60,0,1,0.35,False,False,True,False,False,False,0,1,Real
1.0004,328.48,2,60,1,1,0.45,False,False,True,False,False,False,0,0,Real
1.0,3424.24,2,60,0,1,0.75,False,False,True,False,False,False,1,0,Real
1.0044,1353.3,2,60,1,1,0.55,False,False,True,False,False,False,1,1,Real
1.0314,3429.55,2,40,0,1,0.2,False,True,False,True,False,False,0,0,Real
1.0003,101.06,2,60,1,1,0.55,False,False,True,False,False,False,0,0,Real
1.0,370.26,2,60,1,1,1.06,False,False,False,False,False,False,1,0,Real
1.0003,3332.68,2,40,0,1,0.55,False,True,False,True,False,False,0,0,Real
1.0052,99.13,2,60,0,1,0.2,False,False,False,False,False,False,0,1,Real
1.0005,72.71,2,50,0,1,0.38,True,False,False,True,False,False,0,0,Real
1.0004,99.96,2,60,0,1,0.3,False,False,False,False,False,False,0,1,Real
1.0001,824.41,2,40,0,1,0.1,False,True,False,True,False,False,0,0,Real
1.0,3983.72,2,50,0,0,0.65,False,True,False,True,False,False,0,0,Real
1.0093,99.42,2,60,0,1,0.2,False,False,False,False,False,False,0,0,Real
1.0,1094.2,2,50,0,1,0.05,True,False,False,True,False,False,0,0,Real
1.0005,570.7,2,70,1,0,0.6,False,False,False,False,False,False,0,0,Real
1.0,94.91,2,60,0,1,0.05,False,False,False,False,False,False,0,0,Real
1.0002,300.04,2,60,0,1,0.65,False,False,True,False,False,False,0,1,Real
1.0001,224.28,2,70,1,0,0.5,False,False,False,False,False,False,0,0,Real
1.0072,502.14,2,70,1,0,0.83,False,False,True,False,False,False,0,0,Real
1.0003,237.81,2,40,0,1,0.45,False,True,False,True,False,False,0,0,Real
1.0007,74.47,2,60,0,1,0.87,False,False,False,False,False,False,0,0,Real
1.0001,272.14,2,60,0,1,2.26,False,False,True,False,False,False,0,0,Real
1.0091,361.34,2,50,0,1,0.4,True,False,False,True,False,False,0,0,Real
1.0000511658953888,52.54452295583451,2,67,0,1,0.6162958350989127,False,False,True,False,False,False,1,1,Synthetic
1.000490684106047,113.03907995560505,2,62,0,0,0.6581409886378193,False,False,True,False,False,False,1,1,Synthetic
1.0000308060791852,670.2270179642967,2,56,0,0,0.40758176244428324,False,True,False,True,False,False,1,1,Synthetic
1.0022958068933365,138.27512867949943,2,60,0,0,0.49414310374970466,True,False,False,True,False,False,1,1,Synthetic
1.002128205045884,489.68021685628736,2,60,0,1,0.2796474369264496,False,False,False,False,False,False,1,1,Synthetic
1.0005090660945486,4505.497815655752,2,60,0,1,0.3363496781836529,False,False,True,False,False,False,1,1,Synthetic
1.0000250461818605,589.321519317367,2,57,0,0,0.2374769090697208,False,True,True,True,False,False,1,1,Synthetic
1.0027156900341454,471.07300772425896,2,60,0,1,0.33792453896349667,False,False,False,False,False,False,1,1,Synthetic
1.000004221428345,57.999470026311215,2,69,0,1,0.3627957130629904,False,False,True,False,False,False,1,1,Synthetic
1.0022556829575702,602.3791658311152,2,60,0,0,0.35397735411216347,False,True,True,True,False,False,1,1,Synthetic
1.0195774445447334,2727.442579390912,2,50,0,0,0.09225554552665066,False,True,True,True,False,False,1,1,Synthetic
1.0102438281773238,2235.9644397965026,2,60,0,1,0.5217197182755214,False,False,True,False,False,False,1,1,Synthetic
1.0,4594.807280685196,2,60,0,1,0.29505488538627295,False,False,True,False,False,False,1,0,Synthetic
1.003093351430904,592.8841787465486,2,66,0,0,0.5,False,False,True,False,False,False,1,1,Synthetic
1.004270879630346,6285.54772677847,2,60,0,1,0.14932278210107008,False,False,True,False,False,False,1,1,Synthetic
1.0101405070075609,1407.10757930015,2,51,0,0,0.5067916217464048,False,True,True,True,False,False,1,1,Synthetic
1.0093146678626783,948.2037143349191,2,57,0,0,0.44641662929130016,True,False,True,True,False,False,1,1,Synthetic
1.0003497580139653,53.13110686747183,2,55,1,1,1.1304678396668435,True,False,False,True,False,False,1,1,Synthetic
1.0003288016796836,889.9814363785499,2,60,0,1,0.1,False,False,True,False,False,False,1,1,Synthetic
1.00212842328698,297.11065224846516,2,60,0,1,0.5152831021459464,False,False,False,False,False,False,1,1,Synthetic
1.0008895169437904,942.4067354606912,2,59,0,0,0.721657548359618,True,False,True,True,False,False,1,1,Synthetic
1.0008956404086378,578.4895614184801,2,59,0,0,0.49836515323920233,False,True,True,True,False,False,1,1,Synthetic
1.0041655672091294,83.84309189027383,2,50,0,0,0.7272133166421737,True,False,False,True,False,False,1,0,Synthetic
1.0092936715908218,7532.422735050568,2,60,0,1,0.26613189746097243,False,False,True,False,False,False,1,1,Synthetic
1.0104077593514107,1359.113390666512,2,51,0,0,0.505825298886687,False,True,True,True,False,False,1,1,Synthetic
1.003739506359928,210.82491243437366,2,60,0,0,0.3256843678307758,True,False,False,True,False,False,1,1,Synthetic
1.0,101.86817575207175,2,60,0,1,0.39061436940479066,False,False,False,False,False,False,1,0,Synthetic
1.0062253259444787,115.16863229792942,2,56,0,0,0.6334624847664744,True,False,False,True,False,False,1,1,Synthetic
1.000491958536481,1006.9401236881776,2,55,0,0,0.4369354767848429,False,True,True,True,False,False,1,1,Synthetic
1.0024608576174345,593.8442111178603,2,65,0,0,0.39307311729270955,False,False,True,False,False,False,1,1,Synthetic
1.0036527958009185,479.5147688399409,2,60,0,1,0.2637369990939513,False,False,False,False,False,False,1,1,Synthetic
1.0185307480078805,2743.3106256322485,2,50,0,0,0.08767312800306411,False,True,True,True,False,False,1,1,Synthetic
1.0006554423845702,586.1789006639448,2,56,0,0,0.40829089421384546,False,True,True,True,False,False,1,1,Synthetic
1.0010736462588667,104.44359122483667,2,60,0,1,0.6904544484424827,False,False,False,False,False,False,1,1,Synthetic
1.001407389942756,469.0858417612953,2,62,0,1,0.3426100572439373,False,False,False,False,False,False,1,1,Synthetic
1.007699903145079,1356.4931415727383,2,55,0,0,0.5257360062861842,False,True,True,True,False,False,1,1,Synthetic
1.0083904889081619,6812.609100235912,2,60,0,1,0.4059030300641074,False,False,True,False,False,False,1,1,Synthetic
1.0001973457334048,88.59973512119768,2,56,1,1,0.5736642453961678,True,False,False,True,False,False,1,1,Synthetic
1.0003311573718547,3546.790917325659,2,60,1,1,0.6766319711089467,False,False,True,False,False,False,1,1,Synthetic
1.0004720067339243,73.09041397901127,2,50,0,1,0.8302023568735164,True,False,False,True,False,False,1,0,Synthetic
1.0098606306260798,42.965804659768544,2,69,0,1,0.6442249678509726,False,False,True,False,False,False,1,1,Synthetic
1.000583567487046,2634.109893288056,2,60,0,1,0.508216256476928,False,False,True,False,False,False,1,1,Synthetic
1.0028859171223434,595.4703108517556,2,66,0,0,0.4177858792060126,False,False,True,False,False,False,1,1,Synthetic
1.0003565412874815,892.5639938645309,2,60,0,1,0.1,False,False,True,False,False,False,1,1,Synthetic
1.003680014484465,162.4410862079559,2,60,0,0,0.36437364208138245,True,False,False,True,False,False,1,1,Synthetic
1.0003838777649448,600.1748941744978,2,60,0,1,0.2057064117371592,False,False,True,False,False,False,1,1,Synthetic
1.0004193159935102,601.6284067492021,2,60,0,1,0.20161738536420992,False,False,True,False,False,False,1,1,Synthetic
1.0002815962460905,586.396990709108,2,60,0,1,0.1,False,False,False,False,False,False,1,1,Synthetic
1.0001776077308746,591.7146493924889,2,60,0,1,0.2295068002836957,False,False,True,False,False,False,1,1,Synthetic
1.0030774261870226,601.7765541295169,2,64,0,0,0.4126732990730356,False,True,True,True,False,False,1,1,Synthetic
1.0009422559815264,476.8556119571672,2,60,0,1,0.38292299653618617,False,False,False,False,False,False,1,1,Synthetic
1.0004558121723774,613.9790777538591,2,52,0,0,0.17034898563522016,False,True,False,True,False,False,1,1,Synthetic
1.0015531891688512,416.3015643350276,2,60,0,1,0.7241753148429788,False,False,False,False,False,False,1,1,Synthetic
1.0001,584.0858495328439,2,57,0,0,0.1256206943594458,False,True,False,True,False,False,1,1,Synthetic
1.0033690416841612,301.1889889288183,2,60,0,1,0.4917270566298521,False,False,False,False,False,False,1,1,Synthetic
1.0007347246556797,4186.41096875236,2,60,0,1,0.46328261881989186,False,False,True,False,False,False,1,1,Synthetic
1.0001217764236507,603.9440306226561,2,50,0,0,0.20155545883219605,False,True,True,True,False,False,1,1,Synthetic
1.0053744751327311,419.33516336268434,2,60,0,1,0.312094781907191,False,False,False,False,False,False,1,1,Synthetic
1.001766257488429,462.52020287493036,2,60,0,1,0.413087948832712,False,False,False,False,False,False,1,1,Synthetic
1.0000212822751,5143.590456614344,2,60,0,1,0.05354704584999639,False,False,True,False,False,False,1,1,Synthetic
1.0064734481969755,37.30093498747278,2,66,0,1,0.949491385226833,False,False,True,False,False,False,1,1,Synthetic
1.0003046111862364,850.1390417382172,2,60,0,0,0.7113693497233025,True,False,True,True,False,False,1,1,Synthetic
1.0009297393786045,364.2291661526856,2,60,1,1,0.9851673183074355,False,False,False,False,False,False,1,1,Synthetic
1.012565837060328,8307.991062078989,2,60,0,1,0.3541425157810557,False,False,True,False,False,False,1,1,Synthetic
1.0000421135104491,122.66623579762674,2,60,0,1,0.41056755224622066,False,False,False,False,False,False,1,1,Synthetic
1.0027514767972112,147.03533116215596,2,60,0,0,0.31577111845271305,True,False,False,True,False,False,1,1,Synthetic
1.0002016078405886,317.06241113003205,2,60,0,1,0.7172666709994484,False,False,False,False,False,False,1,1,Synthetic
1.0086404091936971,1473.9754009542896,2,53,0,0,0.5164076333737366,False,True,True,True,False,False,1,1,Synthetic
1.0109464756292303,7752.531977462035,2,60,0,1,0.31123959581806393,False,False,True,False,False,False,1,1,Synthetic
1.0008854727106484,578.8150548503673,2,59,0,0,0.4945522664931593,False,True,True,True,False,False,1,1,Synthetic
1.007800693856415,102.3217610676865,2,51,0,0,0.6080533248965319,True,False,False,True,False,False,1,1,Synthetic
1.0134619074273505,2537.640449306693,2,60,0,1,0.4790606927467513,False,False,True,False,False,False,1,1,Synthetic
1.0003253267686707,684.2194206752267,2,60,0,1,0.3998994557936544,False,False,False,False,False,False,1,1,Synthetic
1.0003194173672147,4073.925529423018,2,60,0,1,0.11553389377176929,False,False,True,False,False,False,1,1,Synthetic
1.001304041713095,589.4187177163744,2,63,0,0,0.3258163786683057,False,False,True,False,False,False,1,1,Synthetic
1.0097120596987865,971.1080526021669,2,55,0,0,0.1,True,False,True,True,False,False,1,1,Synthetic
1.0022799537253881,625.7063687149799,2,63,0,0,0.23066049671841637,False,False,True,False,False,False,1,1,Synthetic
1.0188163948348459,1100.6411001539545,2,50,0,0,0.16885239848496453,True,True,False,True,False,False,1,0,Synthetic
1.0009741485010164,621.3189381637475,2,60,0,1,0.1,False,False,False,False,False,False,1,1,Synthetic
1.019315461058698,2769.0843966062394,2,50,0,0,0.07258631024599971,False,True,True,True,False,False,1,1,Synthetic
1.0030149583888754,911.782139371888,2,60,0,1,0.30576932272617785,False,False,True,False,False,False,1,1,Synthetic
1.00300505768753,1737.3012572827452,2,60,0,1,0.5184046150023963,False,False,True,False,False,False,1,1,Synthetic
1.0162873413506979,2572.9338624256097,2,51,0,0,0.1083140101984619,False,True,True,True,False,False,1,1,Synthetic
1.0,116.1427324610701,2,60,0,1,0.3177292189886643,False,False,False,False,False,False,1,0,Synthetic
1.0004098536632302,60.30652738968088,2,53,1,1,1.0142829177550277,True,False,False,True,False,False,1,1,Synthetic
1.007065504642174,324.4290009857028,2,60,1,1,0.4913130409957489,False,False,False,False,False,False,1,1,Synthetic
1.0015354142934951,74.67802057656391,2,50,0,0,0.8081410986616873,True,False,False,True,False,False,1,0,Synthetic
1.0015101956169123,454.01708247987494,2,60,0,1,0.448476843355708,False,False,False,False,False,False,1,1,Synthetic
1.0001,584.8660188163117,2,57,0,0,0.1285404895820048,False,True,False,True,False,False,1,1,Synthetic
1.0005492810201213,499.7145588523633,2,60,0,1,0.28973312080803104,False,False,False,False,False,False,1,1,Synthetic
1.0003005895492776,82.61985330584125,2,53,1,1,0.6645188033642904,True,False,False,True,False,False,1,1,Synthetic
1.0001,592.3763258918426,2,54,0,0,0.1566479262419258,False,True,False,True,False,False,1,1,Synthetic
1.0021988503274073,99.5074320666685,2,57,0,0,0.6744042642999115,True,False,False,True,False,False,1,1,Synthetic
1.0059416081777905,1081.080553426429,2,50,0,0,0.06254302636733307,True,True,False,True,False,False,1,0,Synthetic
1.0011060020459883,934.1642502183938,2,60,0,1,0.713133265133726,False,False,True,False,False,False,1,1,Synthetic
1.0004595635166913,2877.230737352559,2,60,0,1,0.5661745933234396,False,False,True,False,False,False,1,1,Synthetic
1.001014696840096,532.1797469147793,2,65,0,1,0.07141572374700539,False,False,False,False,False,False,1,1,Synthetic
1.0169017504465558,2671.2292193816425,2,56,0,0,0.3598249553444149,False,True,True,True,False,False,1,1,Synthetic
1.0008476257640424,578.7038170606913,2,60,0,1,0.4854516011228891,False,False,True,False,False,False,1,1,Synthetic
1.0011897778459145,633.2291959570439,2,60,0,1,0.11271794085602793,False,False,True,False,False,False,1,1,Synthetic
1.000446118216215,3797.791511870025,2,60,0,1,0.6105880574327761,False,False,True,False,False,False,1,1,Synthetic
1.0037250419401287,163.66740016493378,2,60,0,0,0.2859681038736105,True,False,False,True,False,False,1,1,Synthetic
1.0,688.9064096536271,2,60,0,1,0.47653167747967706,False,False,True,False,False,False,1,0,Synthetic
1.000950903184958,104.32735093202173,2,60,1,1,0.4457164992768269,False,False,False,False,False,False,1,1,Synthetic
1.0004138528127693,105.41934702293233,2,60,0,0,0.6705762988028694,True,False,False,True,False,False,1,1,Synthetic
1.00744310694498,933.0895380602531,2,56,0,0,0.1,True,False,True,True,False,False,1,1,Synthetic
1.003341829415846,912.5440460202086,2,60,0,1,0.33251331584195504,False,False,True,False,False,False,1,1,Synthetic
1.007548952925148,2027.900025801859,2,60,0,1,0.5328555664250084,False,False,True,False,False,False,1,1,Synthetic
1.0005663747682814,607.6600789575051,2,60,0,1,0.18464906519831636,False,False,True,False,False,False,1,1,Synthetic
1.006059326327463,109.30488998679353,2,52,0,0,0.4920157266247274,True,False,False,True,False,False,1,1,Synthetic
1.014803344535702,2606.183291580753,2,60,0,1,0.49284258084625265,False,False,True,False,False,False,1,1,Synthetic
1.0002735851158024,884.8407742812005,2,60,0,1,0.1,False,False,True,False,False,False,1,1,Synthetic
1.0038764667227797,1311.9376981706496,2,58,0,0,0.47067677617875453,False,True,True,True,False,False,1,1,Synthetic
1.002137695872398,1831.3749668874343,2,58,0,0,0.3680246971708463,False,True,True,True,False,False,1,1,Synthetic
1.0004709398333582,4080.2894730010444,2,60,0,1,0.23675186668656065,False,False,True,False,False,False,1,1,Synthetic
1.0001734392526507,601.6090259245178,2,50,0,0,0.2275397197440326,False,True,True,True,False,False,1,1,Synthetic
1.001177595915251,450.0285356130706,2,60,0,1,0.5074357628438217,False,False,False,False,False,False,1,1,Synthetic
1.000068858669061,890.1581759487175,2,60,0,1,0.30241865110434124,False,False,True,False,False,False,1,1,Synthetic
1.0151926579293227,2645.618087778619,2,60,0,1,0.5010244735689245,False,False,True,False,False,False,1,1,Synthetic
1.0007539201605242,587.3141829396795,2,61,0,0,0.29383256747233466,False,False,True,False,False,False,1,1,Synthetic
1.0042279233723066,600.4743115526974,2,69,0,0,0.4931355592672999,False,False,True,False,False,False,1,1,Synthetic
1.0018808974040871,1154.2756276344203,2,52,0,0,0.16831778849804457,False,True,True,True,False,False,1,1,Synthetic
1.000731704427539,499.5093325190185,2,61,0,1,0.25172824426269486,False,False,False,False,False,False,1,1,Synthetic
1.0001961087036733,318.51345005743696,2,60,0,1,0.7266152037555944,False,False,False,False,False,False,1,1,Synthetic
1.00266956569789,144.80033447566058,2,60,0,0,0.4591032158228251,True,False,False,True,False,False,1,1,Synthetic
1.0011801810538858,550.356410453636,2,63,0,1,0.3423981571892435,False,False,True,False,False,False,1,1,Synthetic
1.0001576707090365,580.1480455031625,2,60,0,1,0.1,False,False,False,False,False,False,1,1,Synthetic
1.001415336647744,4314.490023404835,2,60,0,1,0.4923718597387079,False,False,True,False,False,False,1,1,Synthetic
1.0,5986.491911672137,2,68,0,0,0.22733607745960954,False,False,True,False,False,False,1,1,Synthetic
1.0091650297379346,1450.5901038996806,2,52,0,0,0.5130446811670857,False,True,True,True,False,False,1,1,Synthetic
1.012702571430254,8378.65965844649,2,60,0,1,0.34540863791288456,False,False,True,False,False,False,1,1,Synthetic
